trial+AF8-name,trial+AF8-number,response,RT,question,picture,pictureNumber,min+AF8-chars,expected,QUD,optionLeft,optionRight,artist,date,color,color2,option1,option2,startDate,startTime,age,gender,education,languages,comments,endTime,timeSpent,experiment+AF8-id,submission+AF8-id
ratingScaleLike,9,2,1379,How much do you like this picture?,images/057.jpg,57,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,10,2,1884,How much do you like this picture?,images/023.jpg,23,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,11,2,1286,How much do you like this picture?,images/050.jpg,50,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,12,4,2318,How much do you like this picture?,images/110.jpg,110,NA,NA,,not at all,very,G,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,13,5,1948,How much do you like this picture?,images/082.jpg,82,NA,NA,,not at all,very,G,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,14,1,1664,How much do you like this picture?,images/022.jpg,22,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,15,4,2594,How much do you like this picture?,images/090.jpg,90,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,16,5,1790,How much do you like this picture?,images/084.jpg,84,NA,NA,,not at all,very,G,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,17,1,1530,How much do you like this picture?,images/042.jpg,42,NA,NA,,not at all,very,B,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,18,1,1079,How much do you like this picture?,images/040.jpg,40,NA,NA,,not at all,very,B,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,19,1,867,How much do you like this picture?,images/061.jpg,61,NA,NA,,not at all,very,P,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,20,3,2302,How much do you like this picture?,images/109.jpg,109,NA,NA,,not at all,very,G,1913,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,21,6,1499,How much do you like this picture?,images/083.jpg,83,NA,NA,,not at all,very,G,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,22,1,1262,How much do you like this picture?,images/003.jpg,3,NA,NA,,not at all,very,B,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,23,3,1388,How much do you like this picture?,images/051.jpg,51,NA,NA,,not at all,very,P,1913,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,24,1,961,How much do you like this picture?,images/068.jpg,68,NA,NA,,not at all,very,P,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,25,1,1135,How much do you like this picture?,images/043.jpg,43,NA,NA,,not at all,very,B,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,26,5,1679,How much do you like this picture?,images/092.jpg,92,NA,NA,,not at all,very,G,1919,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,27,1,1262,How much do you like this picture?,images/095.jpg,95,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,28,5,2010,How much do you like this picture?,images/079.jpg,79,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,29,1,1317,How much do you like this picture?,images/071.jpg,71,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,30,2,1420,How much do you like this picture?,images/044.jpg,44,NA,NA,,not at all,very,B,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,31,6,1853,How much do you like this picture?,images/076.jpg,76,NA,NA,,not at all,very,G,1915,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,32,6,1450,How much do you like this picture?,images/080.jpg,80,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,33,7,1041,How much do you like this picture?,images/081.jpg,81,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,34,7,1655,How much do you like this picture?,images/099.jpg,99,NA,NA,,not at all,very,G,1916,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,35,6,1041,How much do you like this picture?,images/097.jpg,97,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,36,1,1238,How much do you like this picture?,images/113.jpg,113,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,37,2,1395,How much do you like this picture?,images/035.jpg,35,NA,NA,,not at all,very,B,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,38,5,1387,How much do you like this picture?,images/102.jpg,102,NA,NA,,not at all,very,G,1915,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,39,6,1073,How much do you like this picture?,images/105.jpg,105,NA,NA,,not at all,very,G,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,40,6,1774,How much do you like this picture?,images/101.jpg,101,NA,NA,,not at all,very,G,1915,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,41,1,1261,How much do you like this picture?,images/017.jpg,17,NA,NA,,not at all,very,P,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,42,2,859,How much do you like this picture?,images/055.jpg,55,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,43,1,835,How much do you like this picture?,images/024.jpg,24,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,44,1,899,How much do you like this picture?,images/005.jpg,5,NA,NA,,not at all,very,B,1910,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,45,1,828,How much do you like this picture?,images/045.jpg,45,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,46,2,1245,How much do you like this picture?,images/046.jpg,46,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,47,5,1371,How much do you like this picture?,images/088.jpg,88,NA,NA,,not at all,very,G,1916,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,48,1,1128,How much do you like this picture?,images/114.jpg,114,NA,NA,,not at all,very,B,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,49,2,1024,How much do you like this picture?,images/031.jpg,31,NA,NA,,not at all,very,P,1909,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,50,1,1403,How much do you like this picture?,images/056.jpg,56,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,51,2,1411,How much do you like this picture?,images/036.jpg,36,NA,NA,,not at all,very,B,1908,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,52,4,1388,How much do you like this picture?,images/058.jpg,58,NA,NA,,not at all,very,P,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,53,3,1404,How much do you like this picture?,images/066.jpg,66,NA,NA,,not at all,very,B,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,54,1,1679,How much do you like this picture?,images/030.jpg,30,NA,NA,,not at all,very,P,1912,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,55,2,1104,How much do you like this picture?,images/119.jpg,119,NA,NA,,not at all,very,B,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,56,6,1798,How much do you like this picture?,images/106.jpg,106,NA,NA,,not at all,very,G,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,57,1,1135,How much do you like this picture?,images/103.jpg,103,NA,NA,,not at all,very,G,1916,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,58,2,1041,How much do you like this picture?,images/028.jpg,28,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,59,1,1049,How much do you like this picture?,images/059.jpg,59,NA,NA,,not at all,very,P,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,60,5,1403,How much do you like this picture?,images/074.jpg,74,NA,NA,,not at all,very,G,1919,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,61,2,1175,How much do you like this picture?,images/026.jpg,26,NA,NA,,not at all,very,P,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,62,1,907,How much do you like this picture?,images/019.jpg,19,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,63,1,1363,How much do you like this picture?,images/069.jpg,69,NA,NA,,not at all,very,P,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,64,5,1377,How much do you like this picture?,images/086.jpg,86,NA,NA,,not at all,very,G,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,65,2,1928,How much do you like this picture?,images/104.jpg,104,NA,NA,,not at all,very,G,1915,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,66,1,1459,How much do you like this picture?,images/052.jpg,52,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,67,1,1356,How much do you like this picture?,images/033.jpg,33,NA,NA,,not at all,very,B,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,68,5,1774,How much do you like this picture?,images/098.jpg,98,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,69,2,1836,How much do you like this picture?,images/063.jpg,63,NA,NA,,not at all,very,P,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,70,1,1041,How much do you like this picture?,images/067.jpg,67,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,71,6,1427,How much do you like this picture?,images/100.jpg,100,NA,NA,,not at all,very,G,1916,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
ratingScaleLike,72,1,1056,How much do you like this picture?,images/053.jpg,53,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:21 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835381971,21,female,Graduated High School,,hi lila,1562835842171,7.67,INSERT+AF8-A+AF8-NUMBER,1
